,OTU1,OTU2,WEIGHT
216,9f15d5506cdf87747478cad0bde30cf1,OTU1081,1
217,9f15d5506cdf87747478cad0bde30cf1,OTU232,1
223,49757e1d69a6f4c7c6572bead944930a,OTU117,1
224,49757e1d69a6f4c7c6572bead944930a,OTU70,1
240,cb4834ba2f218146305eb38843fcf53e,OTU178,1
241,cb4834ba2f218146305eb38843fcf53e,OTU60,1
248,b0ceb2978cf78c87d4f30a112d52e785,OTU1736,1
249,b0ceb2978cf78c87d4f30a112d52e785,OTU6,1
256,ee41f37477dba03f022422a80adfecaf,OTU184,1
257,ee41f37477dba03f022422a80adfecaf,OTU46,1
258,ee41f37477dba03f022422a80adfecaf,OTU81,1
272,e131a984c4a16994ff97d6f81d301400,OTU1081,1
283,cf537fb2b9ae66b8dadd9e445b5c482a,OTU23,1
284,cf537fb2b9ae66b8dadd9e445b5c482a,OTU31,1
295,a0b3e7b8d58a6dcbd15e707f1c61f670,OTU1081,1
296,a0b3e7b8d58a6dcbd15e707f1c61f670,OTU177,1
301,dc4789a758f5da79ffc569b615943edc,OTU111,1
302,dc4789a758f5da79ffc569b615943edc,OTU170,1
303,dc4789a758f5da79ffc569b615943edc,OTU185,1
304,dc4789a758f5da79ffc569b615943edc,OTU186,1
305,dc4789a758f5da79ffc569b615943edc,OTU223,1
306,dc4789a758f5da79ffc569b615943edc,OTU55,1
315,967a0a0dc5c6511e8e170c93357b8d65,OTU135,1
316,967a0a0dc5c6511e8e170c93357b8d65,OTU68,1
326,8e8e1cedbe29312463d9538cba5c70f8,OTU1081,1
327,8e8e1cedbe29312463d9538cba5c70f8,OTU177,1
331,8b5f042567618459730566261a02828a,OTU66,1
335,d24498ce9b85c4b88ff0c518159564a8,OTU184,1
336,d24498ce9b85c4b88ff0c518159564a8,OTU20,1
337,d24498ce9b85c4b88ff0c518159564a8,OTU81,1
346,a1075a3bd0c83391f77dc55b69df5fa9,OTU1081,1
347,a1075a3bd0c83391f77dc55b69df5fa9,OTU177,1
379,5a852f4c71de6ca73ff346892435db0c,OTU178,1
380,5a852f4c71de6ca73ff346892435db0c,OTU18,1
381,5a852f4c71de6ca73ff346892435db0c,OTU19,1
382,5a852f4c71de6ca73ff346892435db0c,OTU23,1
383,5a852f4c71de6ca73ff346892435db0c,OTU6,1
384,5a852f4c71de6ca73ff346892435db0c,OTU78,1
394,0741e05420edd6a9997a157ea85fde20,OTU106,1
395,0741e05420edd6a9997a157ea85fde20,OTU147,1
396,0741e05420edd6a9997a157ea85fde20,OTU183,1
397,0741e05420edd6a9997a157ea85fde20,OTU31,1
415,717a29ca40a16654c3385435387c3d25,OTU1081,1
416,717a29ca40a16654c3385435387c3d25,OTU170,1
417,717a29ca40a16654c3385435387c3d25,OTU18,1
418,717a29ca40a16654c3385435387c3d25,OTU1812,1
419,717a29ca40a16654c3385435387c3d25,OTU185,1
420,717a29ca40a16654c3385435387c3d25,OTU232,1
422,f49e50984128855bd1330912655e37e8,OTU146,1
423,f49e50984128855bd1330912655e37e8,OTU31,1
432,192b7b2d1098dcc58e64cb1ed109cccf,OTU221,1
433,192b7b2d1098dcc58e64cb1ed109cccf,OTU23,1
434,192b7b2d1098dcc58e64cb1ed109cccf,OTU90,1
445,61cf7fc987dcf102b6f918fa01c7b73f,OTU1081,1
446,61cf7fc987dcf102b6f918fa01c7b73f,OTU150,1
447,61cf7fc987dcf102b6f918fa01c7b73f,OTU232,1
474,07fc6cc273d8bf4b36191e8cabe3a090,OTU19,1
475,07fc6cc273d8bf4b36191e8cabe3a090,OTU217,1
476,07fc6cc273d8bf4b36191e8cabe3a090,OTU221,1
477,07fc6cc273d8bf4b36191e8cabe3a090,OTU224,1
478,07fc6cc273d8bf4b36191e8cabe3a090,OTU23,1
479,07fc6cc273d8bf4b36191e8cabe3a090,OTU6,1
480,07fc6cc273d8bf4b36191e8cabe3a090,OTU78,1
494,0b3a685b5a5624a2cda6a46b398f3073,OTU19,1
505,58b8e117443bf7c8b7718b9190e4348b,OTU146,1
506,58b8e117443bf7c8b7718b9190e4348b,OTU178,1
510,8c36bacb652fe8f655c878e7b516b0f5,OTU163,1
511,8c36bacb652fe8f655c878e7b516b0f5,OTU197,1
512,8c36bacb652fe8f655c878e7b516b0f5,OTU218,1
513,8c36bacb652fe8f655c878e7b516b0f5,OTU271,1
514,8c36bacb652fe8f655c878e7b516b0f5,OTU38,1
515,8c36bacb652fe8f655c878e7b516b0f5,OTU82,1
522,e0b226f479feccc916025c6264dc907d,OTU81,1
540,ffcb9e0979248b4bc0d2074c8ecf40b3,OTU178,1
541,ffcb9e0979248b4bc0d2074c8ecf40b3,OTU19,1
542,ffcb9e0979248b4bc0d2074c8ecf40b3,OTU2,1
543,ffcb9e0979248b4bc0d2074c8ecf40b3,OTU23,1
544,ffcb9e0979248b4bc0d2074c8ecf40b3,OTU4,1
545,ffcb9e0979248b4bc0d2074c8ecf40b3,OTU44,1
546,ffcb9e0979248b4bc0d2074c8ecf40b3,OTU46,1
547,ffcb9e0979248b4bc0d2074c8ecf40b3,OTU81,1
561,8bdea0ef7764f54a3f57c578cf91cd52,OTU1812,1
562,8bdea0ef7764f54a3f57c578cf91cd52,OTU21,1
563,8bdea0ef7764f54a3f57c578cf91cd52,OTU2158,1
564,8bdea0ef7764f54a3f57c578cf91cd52,OTU53,1
565,8bdea0ef7764f54a3f57c578cf91cd52,OTU6,1
569,bde433cdb31d310e262d7f21bb9455ad,OTU122,1
570,bde433cdb31d310e262d7f21bb9455ad,OTU150,1
571,bde433cdb31d310e262d7f21bb9455ad,OTU214,1
572,bde433cdb31d310e262d7f21bb9455ad,OTU22,1
573,bde433cdb31d310e262d7f21bb9455ad,OTU74,1
577,8e0bc807be0124430f6be554b3b6decf,OTU178,1
578,8e0bc807be0124430f6be554b3b6decf,OTU42,1
579,8e0bc807be0124430f6be554b3b6decf,OTU5,1
580,ee873611e0c844309fae4d3f3c041767,OTU19,1
586,354fbb9ef2315ae23717f1cea4eb64df,OTU48,1
587,354fbb9ef2315ae23717f1cea4eb64df,OTU70,1
605,fc76b8bb39a352f7fd12a7ce4ef34cb5,OTU1736,1
606,fc76b8bb39a352f7fd12a7ce4ef34cb5,OTU178,1
607,fc76b8bb39a352f7fd12a7ce4ef34cb5,OTU18,1
608,fc76b8bb39a352f7fd12a7ce4ef34cb5,OTU2,1
609,fc76b8bb39a352f7fd12a7ce4ef34cb5,OTU20,1
610,fc76b8bb39a352f7fd12a7ce4ef34cb5,OTU2158,1
611,fc76b8bb39a352f7fd12a7ce4ef34cb5,OTU237,1
612,fc76b8bb39a352f7fd12a7ce4ef34cb5,OTU42,1
613,fc76b8bb39a352f7fd12a7ce4ef34cb5,OTU81,1
632,58343ded4183674f1c83b3a1bfaa59a6,OTU21,1
633,58343ded4183674f1c83b3a1bfaa59a6,OTU2158,1
634,58343ded4183674f1c83b3a1bfaa59a6,OTU55,1
640,2c34e2c8d662ac7017ee434f86fb4727,OTU177,1
649,084082af1ad65fb72e78591c5c6c4ce8,OTU178,1
683,a4fdef1a655e4ac1b9e651598444ea2c,OTU185,1
684,a4fdef1a655e4ac1b9e651598444ea2c,OTU31,1
687,e4fe1228e51ec88409df5332e0a1c6e0,OTU150,1
688,e4fe1228e51ec88409df5332e0a1c6e0,OTU214,1
699,512c63340f7b092bf0ad87e9f4e51572,OTU1081,1
700,512c63340f7b092bf0ad87e9f4e51572,OTU177,1
705,c3ca5a009ce3f896cf0888a693813ff9,OTU217,1
706,c3ca5a009ce3f896cf0888a693813ff9,OTU224,1
707,c3ca5a009ce3f896cf0888a693813ff9,OTU23,1
708,c3ca5a009ce3f896cf0888a693813ff9,OTU6,1
724,a9d57835ce1de4a32c729b436a0baaf3,OTU178,1
725,a9d57835ce1de4a32c729b436a0baaf3,OTU18,1
726,a9d57835ce1de4a32c729b436a0baaf3,OTU1812,1
727,a9d57835ce1de4a32c729b436a0baaf3,OTU19,1
728,a9d57835ce1de4a32c729b436a0baaf3,OTU2,1
729,a9d57835ce1de4a32c729b436a0baaf3,OTU20,1
730,a9d57835ce1de4a32c729b436a0baaf3,OTU2158,1
731,a9d57835ce1de4a32c729b436a0baaf3,OTU237,1
732,a9d57835ce1de4a32c729b436a0baaf3,OTU60,1
738,f3dff17693fcf5a48ea7c59ae75780ee,OTU81,1
739,1086f04637c6c035d4f4d6860a625c8c,OTU197,1
740,1086f04637c6c035d4f4d6860a625c8c,OTU2274,1
741,1086f04637c6c035d4f4d6860a625c8c,OTU271,1
742,1086f04637c6c035d4f4d6860a625c8c,OTU82,1
743,1086f04637c6c035d4f4d6860a625c8c,OTU96,1
748,cd1dc4908d042de04d57cfc691710ec1,OTU60,1
751,2bb011af9120d953473f129b19d5fbd1,OTU19,1
752,2bb011af9120d953473f129b19d5fbd1,OTU23,1
753,2bb011af9120d953473f129b19d5fbd1,OTU5,1
754,e7a0b5363e922074101fc89952dd2bd4,OTU3,1
764,20f2649f6a0c36aa6459301019e2cb0a,OTU170,1
765,20f2649f6a0c36aa6459301019e2cb0a,OTU1812,1
766,20f2649f6a0c36aa6459301019e2cb0a,OTU185,1
767,20f2649f6a0c36aa6459301019e2cb0a,OTU232,1
768,20f2649f6a0c36aa6459301019e2cb0a,OTU60,1
772,b4851b0f36ec65cd82d82946e4945cde,OTU106,1
773,b4851b0f36ec65cd82d82946e4945cde,OTU12,1
774,b4851b0f36ec65cd82d82946e4945cde,OTU18,1
775,b4851b0f36ec65cd82d82946e4945cde,OTU42,1
776,7add54b3fecf633e06f31290b89ff231,OTU48,1
782,f2bc3e83cc1efa9255f78892b0f590b6,OTU224,1
783,f2bc3e83cc1efa9255f78892b0f590b6,OTU23,1
791,a8e0355d1538c2e5dacd829038731aeb,OTU178,1
792,a8e0355d1538c2e5dacd829038731aeb,OTU18,1
793,a8e0355d1538c2e5dacd829038731aeb,OTU184,1
794,a8e0355d1538c2e5dacd829038731aeb,OTU2,1
795,a8e0355d1538c2e5dacd829038731aeb,OTU20,1
796,a8e0355d1538c2e5dacd829038731aeb,OTU2158,1
797,a8e0355d1538c2e5dacd829038731aeb,OTU237,1
798,a8e0355d1538c2e5dacd829038731aeb,OTU53,1
799,a8e0355d1538c2e5dacd829038731aeb,OTU60,1
801,e5412d061ad3c27dc5791aae03540bd4,OTU146,1
802,e5412d061ad3c27dc5791aae03540bd4,OTU42,1
809,761f694ea6cad51c1b7feeaafdfaa2f6,OTU14,1
810,761f694ea6cad51c1b7feeaafdfaa2f6,OTU28,1
815,0be1fefb6907bdba0e887b3970906a52,OTU23,1
816,0be1fefb6907bdba0e887b3970906a52,OTU31,1
823,527bdb7bf2c3eec4f7fe8df0e3c058b6,OTU1081,1
824,527bdb7bf2c3eec4f7fe8df0e3c058b6,OTU232,1
825,527bdb7bf2c3eec4f7fe8df0e3c058b6,OTU78,1
828,a0c2f591cb1d11a2317381c5da4b192b,OTU1812,1
829,a0c2f591cb1d11a2317381c5da4b192b,OTU185,1
830,a0c2f591cb1d11a2317381c5da4b192b,OTU237,1
839,68313b4b5997a0cfa86853bbd389d7c2,OTU158,1
840,4025f27523c5ba705aca69a306862c37,OTU112,1
841,4025f27523c5ba705aca69a306862c37,OTU142,1
842,4025f27523c5ba705aca69a306862c37,OTU149,1
843,4025f27523c5ba705aca69a306862c37,OTU37,1
844,4025f27523c5ba705aca69a306862c37,OTU59,1
847,f9e3c616364120f46116dc339aca6d9a,OTU62,1
859,27b6e338e4f7ef9e79097bdf62ef4d59,OTU1,1
860,27b6e338e4f7ef9e79097bdf62ef4d59,OTU178,1
861,27b6e338e4f7ef9e79097bdf62ef4d59,OTU18,1
862,27b6e338e4f7ef9e79097bdf62ef4d59,OTU21,1
863,27b6e338e4f7ef9e79097bdf62ef4d59,OTU2158,1
864,27b6e338e4f7ef9e79097bdf62ef4d59,OTU237,1
865,27b6e338e4f7ef9e79097bdf62ef4d59,OTU24,1
866,27b6e338e4f7ef9e79097bdf62ef4d59,OTU6,1
869,fae981eefb2d605235b5651c02f00d67,OTU1081,1
870,fae981eefb2d605235b5651c02f00d67,OTU232,1
878,73112b980fcdde07c2958de4630edb4f,OTU15,1
879,73112b980fcdde07c2958de4630edb4f,OTU170,1
880,73112b980fcdde07c2958de4630edb4f,OTU185,1
881,73112b980fcdde07c2958de4630edb4f,OTU339,1
882,73112b980fcdde07c2958de4630edb4f,OTU97,1
893,d8761000a4c10df6fe8c85491e14103b,OTU1081,1
894,d8761000a4c10df6fe8c85491e14103b,OTU232,1
895,d8761000a4c10df6fe8c85491e14103b,OTU78,1
897,3afe3bff192e0bb73fddd0d2d79110f8,OTU1081,1
898,3afe3bff192e0bb73fddd0d2d79110f8,OTU232,1
899,3afe3bff192e0bb73fddd0d2d79110f8,OTU31,1
900,f064554bcb81b23028ef4659d0ece4df,OTU48,1
914,2539e1e5a5a0ea3e487e5a3a38d91dd0,OTU1081,1
917,4fe2c3e702f535b154a6444501af9776,OTU14,1
918,4fe2c3e702f535b154a6444501af9776,OTU159,1
919,4fe2c3e702f535b154a6444501af9776,OTU28,1
920,4fe2c3e702f535b154a6444501af9776,OTU84,1
926,c625fbc8a2a739bab190c5695a2b21a6,OTU184,1
927,c625fbc8a2a739bab190c5695a2b21a6,OTU205,1
928,c625fbc8a2a739bab190c5695a2b21a6,OTU81,1
929,50f576b5c4f5d95cba5e2aa78a9df5a3,OTU229,1
930,50f576b5c4f5d95cba5e2aa78a9df5a3,OTU353,1
937,9b1d0fd5753ba97c72b64b845150ce53,OTU78,1
939,24564862f1eec0beec389746f6658551,OTU2347,1
940,24564862f1eec0beec389746f6658551,OTU66,1
941,7132c215ecbc5958ec5192a5fc55fd35,OTU2347,1
942,7132c215ecbc5958ec5192a5fc55fd35,OTU66,1
945,1cd19abd1344268e4499a33b2f0fce42,OTU62,1
949,4df23b7afca23a9d286cfb1bf6f1307e,OTU18,1
950,4df23b7afca23a9d286cfb1bf6f1307e,OTU81,1
953,b38739c9b5cefdb57fbd7a716f0a4b73,OTU14,1
954,ba2016c3a2a018069acc96e4e78d1625,OTU175,1
955,ba2016c3a2a018069acc96e4e78d1625,OTU46,1
958,c320a01f9cb53cb375bad4a390145ac8,OTU135,1
961,3f546046f1c813977e3eb4983a1bf8f8,OTU178,1
962,3f546046f1c813977e3eb4983a1bf8f8,OTU184,1
963,3f546046f1c813977e3eb4983a1bf8f8,OTU2,1
964,3f546046f1c813977e3eb4983a1bf8f8,OTU23,1
975,6c369f2ea5af632a315ab8f498b5bffb,OTU1081,1
976,6c369f2ea5af632a315ab8f498b5bffb,OTU1812,1
977,6c369f2ea5af632a315ab8f498b5bffb,OTU22,1
978,6c369f2ea5af632a315ab8f498b5bffb,OTU232,1
986,69da8984cb86869d7cbb8526bf13df28,OTU15,1
987,69da8984cb86869d7cbb8526bf13df28,OTU18,1
988,69da8984cb86869d7cbb8526bf13df28,OTU78,1
995,2b849c1e9e6bb94c4136743ea558781c,OTU21,1
996,2b849c1e9e6bb94c4136743ea558781c,OTU28,1
997,2b849c1e9e6bb94c4136743ea558781c,OTU6,1
998,e975e659c2a86ceeab417c40f7f6528f,OTU221,1
999,e975e659c2a86ceeab417c40f7f6528f,OTU23,1
1000,e975e659c2a86ceeab417c40f7f6528f,OTU90,1
1002,69db598bfebc8991d04dafbf7a1206c0,OTU28,1
1003,69db598bfebc8991d04dafbf7a1206c0,OTU7,1
1006,83caeb50840686e471e8c598283033d7,OTU22,1
1011,a053a5ac8bbe5e6ca074256d79eb4373,OTU146,1
1015,4dd789de56eb68541e50a4fec77109c1,OTU16,1
1016,4dd789de56eb68541e50a4fec77109c1,OTU23,1
1017,4dd789de56eb68541e50a4fec77109c1,OTU6,1
1019,b6d6f972acb4d3c2c6ab4b9ef4ef9a0c,OTU46,1
1023,39b14aa245f5d1dc0af6a93149e3be0c,OTU186,1
1024,39b14aa245f5d1dc0af6a93149e3be0c,OTU97,1
1029,ee589d8ed9cde5ca8fde93c4ecf14dd6,OTU175,1
1030,ee589d8ed9cde5ca8fde93c4ecf14dd6,OTU46,1
1031,ee589d8ed9cde5ca8fde93c4ecf14dd6,OTU78,1
1036,72ecb09d59b6fb01f6fffe723e2407bb,OTU96,1
1041,6a976dd01a81eb89bbf0dba29ea4a167,OTU117,1
1042,6a976dd01a81eb89bbf0dba29ea4a167,OTU154,1
1046,e336b7bca667aa7341c88d5eac4a8bce,OTU1081,1
1047,e336b7bca667aa7341c88d5eac4a8bce,OTU232,1
1048,2c2c37b8f97d2890bd0735855fab9532,OTU23,1
1049,2c2c37b8f97d2890bd0735855fab9532,OTU31,1
1052,3255b1f04486e829d0a352f9428e22df,OTU150,1
1053,3255b1f04486e829d0a352f9428e22df,OTU22,1
1056,4ec39a67a15ff8830fdd2e4429b6682d,OTU111,1
1057,4ec39a67a15ff8830fdd2e4429b6682d,OTU21,1
1062,47cd034e51afa82f6f5423ade7e81206,OTU146,1
1063,47cd034e51afa82f6f5423ade7e81206,OTU154,1
1068,db14b2ac362fbe2d2ad77b4c675f079e,OTU111,1
1069,db14b2ac362fbe2d2ad77b4c675f079e,OTU170,1
1070,db14b2ac362fbe2d2ad77b4c675f079e,OTU18,1
1071,db14b2ac362fbe2d2ad77b4c675f079e,OTU1812,1
1072,db14b2ac362fbe2d2ad77b4c675f079e,OTU185,1
1075,ceff1c2978a43424d660f05f3263feed,OTU2075,1
1076,ceff1c2978a43424d660f05f3263feed,OTU2158,1
1077,ceff1c2978a43424d660f05f3263feed,OTU50,1
1081,9157a6ba0b0a359304f76dbfc91685a2,OTU5,1
1084,87f37a8dfe82449719f3ef630b41853d,OTU1081,1
1085,d67b6b007ce2d39a1afda10dde80fd88,OTU23,1
1086,d67b6b007ce2d39a1afda10dde80fd88,OTU31,1
1087,33b39c996dde92933cc7634fddc997c4,OTU19,1
1088,33b39c996dde92933cc7634fddc997c4,OTU194,1
1089,33b39c996dde92933cc7634fddc997c4,OTU2,1
1090,33b39c996dde92933cc7634fddc997c4,OTU23,1
1091,33b39c996dde92933cc7634fddc997c4,OTU5,1
1092,b154ef1308e382698ae878e60be28af5,OTU175,1
1093,b154ef1308e382698ae878e60be28af5,OTU46,1
1094,b154ef1308e382698ae878e60be28af5,OTU78,1
1099,f01a5f290ebb5d276a83dc34015870a6,OTU1736,1
1100,f01a5f290ebb5d276a83dc34015870a6,OTU18,1
1101,f01a5f290ebb5d276a83dc34015870a6,OTU2075,1
1102,f01a5f290ebb5d276a83dc34015870a6,OTU21,1
1103,f01a5f290ebb5d276a83dc34015870a6,OTU2158,1
1104,f01a5f290ebb5d276a83dc34015870a6,OTU237,1
1105,f01a5f290ebb5d276a83dc34015870a6,OTU53,1
1106,f01a5f290ebb5d276a83dc34015870a6,OTU55,1
1107,35f5d924d6a622de81a1a0fa39f4fec1,OTU111,1
1108,bdcd8b38e4609fd481693ce5e40f2996,OTU107,1
1109,bdcd8b38e4609fd481693ce5e40f2996,OTU18,1
1110,bdcd8b38e4609fd481693ce5e40f2996,OTU1812,1
1111,bdcd8b38e4609fd481693ce5e40f2996,OTU237,1
1112,bdcd8b38e4609fd481693ce5e40f2996,OTU91,1
1113,b76765ae1d31845e09aca7b21fd2c04f,OTU78,1
1115,7f970af5fa5e35322357b38696207e9f,OTU1081,1
1116,7f970af5fa5e35322357b38696207e9f,OTU177,1
1117,c71dd526a00b97511fa0b1e76c83ae2a,OTU8,1
1118,ad82cabfb9d8602bed504248cd400c77,OTU1081,1
1119,ad82cabfb9d8602bed504248cd400c77,OTU170,1
1120,ad82cabfb9d8602bed504248cd400c77,OTU1812,1
1121,ad82cabfb9d8602bed504248cd400c77,OTU232,1
1122,154e96dcf8fc6df5b318dbe8add88dcc,OTU67,1
1123,b6d8aaf84f853d80e58a458e015862a2,OTU14,1
1124,e58f2018f73cf9368879a0301673867e,OTU139,1
1125,e58f2018f73cf9368879a0301673867e,OTU16,1
1126,e58f2018f73cf9368879a0301673867e,OTU58,1
1127,b408c66bb8f44f0cfeac683e63ef40b3,OTU18,1
1128,b408c66bb8f44f0cfeac683e63ef40b3,OTU1812,1
1129,b408c66bb8f44f0cfeac683e63ef40b3,OTU21,1
1130,b408c66bb8f44f0cfeac683e63ef40b3,OTU48,1
1131,b408c66bb8f44f0cfeac683e63ef40b3,OTU78,1
1132,6b65c5404b283fa075ca26d3d31f01b9,OTU48,1
1133,6b65c5404b283fa075ca26d3d31f01b9,OTU70,1
1134,2407a313794794a6fd1f0b361bb6f20d,OTU110,1
1135,633a5143381a2be853afec42b83856c7,OTU107,1
1136,9850125501739ee2cdce7385b5966e41,OTU115,1
1137,9850125501739ee2cdce7385b5966e41,OTU154,1
1138,5b3cd0f239da5afed6119a89de184a0c,OTU178,1
1139,5b3cd0f239da5afed6119a89de184a0c,OTU60,1
