"","hubscore","OTU","betweeness","pr","degree","closness","mean.abundance","Label","Genus","Phylum","Kingdom"
"cc10d1bb38230b60fe642a25e940afa8",0.14553191167013,"cc10d1bb38230b60fe642a25e940afa8",1019.5166142153,0.0028523407475952,10,0.000135116876097825,0.197996574948867,1,"D_5__Segetibacter","D_1__Bacteroidetes","D_0__Bacteria"
"e9e7f15fed9de40f35d3dc248caac1b6",0.666271143983442,"e9e7f15fed9de40f35d3dc248caac1b6",518.251489559089,0.00486703912904329,27,0.000138966092273485,0.259727891385219,2,"D_5__Trichocoleus SAG 26.92","D_1__Cyanobacteria","D_0__Bacteria"
"b52bab2547ca84674f81fbc90e62ead1",0.000524408174166763,"b52bab2547ca84674f81fbc90e62ead1",0,0.00154758985911994,3,0.000128008192524322,0.207363597300841,3,NA,"D_1__Cyanobacteria","D_0__Bacteria"
"23c36fe1b88041baf2fe22129288657c",0.373383354386692,"23c36fe1b88041baf2fe22129288657c",1524.49956089576,0.00398504015470502,19,0.000137343771459964,0.0998427785147067,4,"D_5__Microcoleus SAG 1449-1a","D_1__Cyanobacteria","D_0__Bacteria"
"8a690f5a588f7258e2259018cb6d2912",0.0594280661215449,"8a690f5a588f7258e2259018cb6d2912",3.37369938919602,0.00117106536218384,4,0.000133618385889898,0.0990350244600309,5,"D_5__Modestobacter","D_1__Actinobacteria","D_0__Bacteria"
"ebcaec5d4bc9a6cfa42ea71c01b45758",0.0959813868115305,"ebcaec5d4bc9a6cfa42ea71c01b45758",89.6218773880238,0.00161675841117255,6,0.000134174158057158,0.0962110151434153,6,"D_5__Microcoleus SAG 1449-1a","D_1__Cyanobacteria","D_0__Bacteria"
"2f2081564d38e7e1425169f81d9a2485",0.473694225749912,"2f2081564d38e7e1425169f81d9a2485",836.107430952527,0.0050540433936305,25,0.000137513751375138,0.660174018836584,7,"D_5__uncultured","D_1__Cyanobacteria","D_0__Bacteria"
"f055c4350968226dd57b3d97586bc89d",0.220797270723656,"f055c4350968226dd57b3d97586bc89d",201.947570381696,0.00259970983632331,12,0.000137061403508772,0.264948878222867,8,"D_5__Microcoleus SAG 1449-1a","D_1__Cyanobacteria","D_0__Bacteria"
"b0a4bb8e794a0671068e78ccd9149aed",0.511254340283518,"b0a4bb8e794a0671068e78ccd9149aed",1838.7528976783,0.0049868861776616,25,0.000139742873113471,0.155840808721092,10,"D_5__uncultured","D_1__Proteobacteria","D_0__Bacteria"
"c8f5ab20508a94c98b703e1f654d5212",0.299254950235159,"c8f5ab20508a94c98b703e1f654d5212",834.094795882555,0.00286291030921959,14,0.000139043381535039,0.129597082513754,12,"D_5__Phaselicystis","D_1__Proteobacteria","D_0__Bacteria"
"8f6b56cf715ed57818e64c62b87ad6e4",0.0381132969520469,"8f6b56cf715ed57818e64c62b87ad6e4",5.82834121623532,0.00152248534769421,6,0.000135171668018383,0.121290739728082,13,"D_5__Candidatus Alysiosphaera","D_1__Proteobacteria","D_0__Bacteria"
"d5ac38dd4cce649aae65fcb35690d28b",1.90089432905957e-17,"d5ac38dd4cce649aae65fcb35690d28b",0,0.00266666666666789,1,7.14918928193543e-06,0.116636928963271,14,"D_5__Candidatus Udaeobacter","D_1__Verrucomicrobia","D_0__Bacteria"
"b2c110881c9725c41a4120b3451ba9ca",0.442006502856962,"b2c110881c9725c41a4120b3451ba9ca",2690.1856835203,0.00481476833381794,26,0.000139586823003908,0.114473689434847,15,"D_5__uncultured","D_1__Proteobacteria","D_0__Bacteria"
"cd49ac54dd5c36b3514bf5fdc7f98074",0.0427961270305603,"cd49ac54dd5c36b3514bf5fdc7f98074",316.136203729386,0.00148697578548372,4,0.000132784490771478,0.101160885835835,16,"D_5__Cellulomonas","D_1__Actinobacteria","D_0__Bacteria"
"66514fda820203e68b85307cb3759ac2",0.0119766363946015,"66514fda820203e68b85307cb3759ac2",0,0.000587676059743142,1,0.000132100396301189,0.143477260309647,17,"D_5__Microvirga","D_1__Proteobacteria","D_0__Bacteria"
"9a0a12a88db49246043e5cd4700d9261",0.00137532403587897,"9a0a12a88db49246043e5cd4700d9261",3875.99808530836,0.00264698893590094,10,0.000128386185646424,0.0852640530387155,18,NA,"D_1__Bacteroidetes","D_0__Bacteria"
"3d22c64541c4013a3a987a4c493303fb",0.000171893206715006,"3d22c64541c4013a3a987a4c493303fb",747.279254788158,0.00248078561682239,5,0.000125344697919278,0.102735127753698,19,NA,"D_1__Proteobacteria","D_0__Bacteria"
"ba703cc4db43e62edc4ec5339f1a1b08",0.192515148438969,"ba703cc4db43e62edc4ec5339f1a1b08",585.057071222438,0.00327799923812347,14,0.000137362637362637,0.322982896138125,20,"D_5__Blastococcus","D_1__Actinobacteria","D_0__Bacteria"
"23f7bf168b6db2f006523e30bbf36409",0.195013393458288,"23f7bf168b6db2f006523e30bbf36409",439.001484949161,0.00283950051946664,12,0.000138274336283186,0.0937720725923182,22,"D_5__uncultured","D_1__Bacteroidetes","D_0__Bacteria"
"ea518c996f7aac6e95d621d71c238014",0.000524408174166763,"ea518c996f7aac6e95d621d71c238014",0,0.00154758985911959,3,0.000128008192524322,0.445348861076813,23,"D_5__Nostoc PCC-73102","D_1__Cyanobacteria","D_0__Bacteria"
"f6caa25e0714ef10a076dc9e3a723f76",0.0242507139709212,"f6caa25e0714ef10a076dc9e3a723f76",320.306763580062,0.00340801111589287,15,0.000134517083669626,0.183864685964959,24,"D_5__Wilmottia Ant-Ph58","D_1__Cyanobacteria","D_0__Bacteria"
"0e8dff3ecfa6bb649fe20fc89b0c722d",0.000977508744675867,"0e8dff3ecfa6bb649fe20fc89b0c722d",292.104260203119,0.00136412310108105,2,0.00012685525815045,0.0873548771932888,26,"D_5__Craurococcus","D_1__Proteobacteria","D_0__Bacteria"
"be7980c813e6fbe8419431886d8a01f7",0.00145046118453144,"be7980c813e6fbe8419431886d8a01f7",8.24471820519003,0.00141353131125724,3,0.000128799587841319,0.594849048323292,27,"D_5__Tychonema CCAP 1459-11B","D_1__Cyanobacteria","D_0__Bacteria"
"49757e1d69a6f4c7c6572bead944930a",0.457355282269469,"49757e1d69a6f4c7c6572bead944930a",169.019982981397,0.00366041489910595,20,0.000137438152831226,0.269230130631296,28,"D_5__RB41","D_1__Acidobacteria","D_0__Bacteria"
"ee41f37477dba03f022422a80adfecaf",0.254701009598399,"ee41f37477dba03f022422a80adfecaf",540.414719747821,0.00348775251043409,16,0.000138236107271219,0.134186993235943,29,"D_5__Bryobacter","D_1__Acidobacteria","D_0__Bacteria"
"d08d4af34e52f9eb85d627fe46f6a131",0.000193943771707726,"d08d4af34e52f9eb85d627fe46f6a131",0,0.000754306642899862,1,0.000126246686024492,0.313135987589568,30,"D_5__Arthrobacter","D_1__Actinobacteria","D_0__Bacteria"
"058c699435e9a43f33e9e89769f87fda",0.74985721188149,"058c699435e9a43f33e9e89769f87fda",1472.10618090053,0.00541841252688763,31,0.000140272127928181,0.690817024064872,31,"D_5__Symplocastrum CPER-KK1","D_1__Cyanobacteria","D_0__Bacteria"
"3880ecab961ff54bf3c646b63c246196",0.12153864239807,"3880ecab961ff54bf3c646b63c246196",1589.80538353832,0.00420741682463379,18,0.000137665198237885,0.250126524209091,32,"D_5__Symplocastrum CPER-KK1","D_1__Cyanobacteria","D_0__Bacteria"
"073b8b1a6b7b34c6d678df2054fabd46",0.0692278586129358,"073b8b1a6b7b34c6d678df2054fabd46",455.878003519288,0.00188817672203736,6,0.000136388434260775,0.455025183988744,33,"D_5__uncultured","D_1__Cyanobacteria","D_0__Bacteria"
"cf537fb2b9ae66b8dadd9e445b5c482a",0.0070554398853631,"cf537fb2b9ae66b8dadd9e445b5c482a",357.142857142857,0.00234696132430985,7,0.000131010087776759,0.151443066458563,34,"D_5__Microvirga","D_1__Proteobacteria","D_0__Bacteria"
"0a10abda6ccb2d451ed85858b1f74ffc",0.00119393637607331,"0a10abda6ccb2d451ed85858b1f74ffc",0,0.000610606935534118,1,0.000128982329420869,0.324601800149315,35,"D_5__Ellin6055","D_1__Proteobacteria","D_0__Bacteria"
"14e47d947473cf415b091bf01f98a0ca",0.293163335525238,"14e47d947473cf415b091bf01f98a0ca",1294.45691474487,0.00394353459205506,18,0.00013713658804169,0.242812198006154,36,"D_5__uncultured","D_1__Cyanobacteria","D_0__Bacteria"
"2e8df4d6c466985245d6ad335ebc4b19",0.0553740730932832,"2e8df4d6c466985245d6ad335ebc4b19",0,0.000708561944661601,2,0.000133850890108419,NA,NA,NA,NA,NA
"dc4789a758f5da79ffc569b615943edc",0.108776336378745,"dc4789a758f5da79ffc569b615943edc",977.755960002943,0.00259301847191259,13,0.000137873983179374,0.126934941653972,37,"D_5__uncultured bacterium","D_1__Chloroflexi","D_0__Bacteria"
