"","OTU1","OTU2","WEIGHT"
"1","cc10d1bb38230b60fe642a25e940afa8","b408c66bb8f44f0cfeac683e63ef40b3",1
"2","e9e7f15fed9de40f35d3dc248caac1b6","058c699435e9a43f33e9e89769f87fda",1
"3","e9e7f15fed9de40f35d3dc248caac1b6","192b7b2d1098dcc58e64cb1ed109cccf",1
"4","e9e7f15fed9de40f35d3dc248caac1b6","e0b226f479feccc916025c6264dc907d",1
"5","e9e7f15fed9de40f35d3dc248caac1b6","2bb011af9120d953473f129b19d5fbd1",1
"6","e9e7f15fed9de40f35d3dc248caac1b6","c320a01f9cb53cb375bad4a390145ac8",1
"7","e9e7f15fed9de40f35d3dc248caac1b6","a97c86563f7af1ff61513bcab25c1ca5",1
"8","e9e7f15fed9de40f35d3dc248caac1b6","93d808dce91ae577beff894793c5718a",1
"9","e9e7f15fed9de40f35d3dc248caac1b6","b408c66bb8f44f0cfeac683e63ef40b3",1
"10","e9e7f15fed9de40f35d3dc248caac1b6","4ba50df0b74339a68163971b02bf09ee",1
"11","e9e7f15fed9de40f35d3dc248caac1b6","480e1ef316a23c181c9be627484cd7ed",1
"12","b52bab2547ca84674f81fbc90e62ead1","ea518c996f7aac6e95d621d71c238014",1
"13","2f2081564d38e7e1425169f81d9a2485","f055c4350968226dd57b3d97586bc89d",1
"14","2f2081564d38e7e1425169f81d9a2485","49757e1d69a6f4c7c6572bead944930a",1
"15","2f2081564d38e7e1425169f81d9a2485","14e47d947473cf415b091bf01f98a0ca",1
"16","2f2081564d38e7e1425169f81d9a2485","5a852f4c71de6ca73ff346892435db0c",1
"17","2f2081564d38e7e1425169f81d9a2485","192b7b2d1098dcc58e64cb1ed109cccf",1
"18","2f2081564d38e7e1425169f81d9a2485","07fc6cc273d8bf4b36191e8cabe3a090",1
"19","2f2081564d38e7e1425169f81d9a2485","e0b226f479feccc916025c6264dc907d",1
"20","2f2081564d38e7e1425169f81d9a2485","a9d57835ce1de4a32c729b436a0baaf3",1
"21","2f2081564d38e7e1425169f81d9a2485","a3caf97e3ffae0b993b3f84e2eea2e5d",1
"22","2f2081564d38e7e1425169f81d9a2485","13ac22eeac70f3d0c5c995dc9ec156a5",1
"23","f055c4350968226dd57b3d97586bc89d","ba703cc4db43e62edc4ec5339f1a1b08",1
"24","f055c4350968226dd57b3d97586bc89d","a3caf97e3ffae0b993b3f84e2eea2e5d",1
"25","f055c4350968226dd57b3d97586bc89d","b408c66bb8f44f0cfeac683e63ef40b3",1
"26","ba703cc4db43e62edc4ec5339f1a1b08","6a976dd01a81eb89bbf0dba29ea4a167",1
"27","ba703cc4db43e62edc4ec5339f1a1b08","e58f2018f73cf9368879a0301673867e",1
"28","ba703cc4db43e62edc4ec5339f1a1b08","b408c66bb8f44f0cfeac683e63ef40b3",1
"29","ba703cc4db43e62edc4ec5339f1a1b08","9850125501739ee2cdce7385b5966e41",1
