"","OTU1","OTU2","WEIGHT"
"1","cc10d1bb38230b60fe642a25e940afa8","5a852f4c71de6ca73ff346892435db0c",1
"2","cc10d1bb38230b60fe642a25e940afa8","ffcb9e0979248b4bc0d2074c8ecf40b3",1
"3","cc10d1bb38230b60fe642a25e940afa8","8e0bc807be0124430f6be554b3b6decf",1
"4","cc10d1bb38230b60fe642a25e940afa8","2bb011af9120d953473f129b19d5fbd1",1
"5","cc10d1bb38230b60fe642a25e940afa8","OTU18",1
"6","cc10d1bb38230b60fe642a25e940afa8","OTU23",1
"7","cc10d1bb38230b60fe642a25e940afa8","OTU42",1
"8","01a715d8069715b2998f23c9b10112e7","5a852f4c71de6ca73ff346892435db0c",1
"9","01a715d8069715b2998f23c9b10112e7","07fc6cc273d8bf4b36191e8cabe3a090",1
"10","01a715d8069715b2998f23c9b10112e7","c720c55c8d2bd189e4604673d9c48b34",1
"11","b0a4bb8e794a0671068e78ccd9149aed","e4fe1228e51ec88409df5332e0a1c6e0",1
"12","b0a4bb8e794a0671068e78ccd9149aed","a0dbc70bedad2d55da18380954542f98",1
"13","44cd01db3765835607128102caf88504","a0b3e7b8d58a6dcbd15e707f1c61f670",1
"14","44cd01db3765835607128102caf88504","4b27cfcd245f7ffee8d0f9551260ff53",1
"15","44cd01db3765835607128102caf88504","512c63340f7b092bf0ad87e9f4e51572",1
"16","44cd01db3765835607128102caf88504","e1aea782db8e335653217f5d2cc31449",1
"17","4c0f74d4f5f029d5b677c9309984e603","61cf7fc987dcf102b6f918fa01c7b73f",1
"18","4c0f74d4f5f029d5b677c9309984e603","c720c55c8d2bd189e4604673d9c48b34",1
"19","4c0f74d4f5f029d5b677c9309984e603","182bf0fe4c1df3b4d65c00b4c00a1c01",1
"20","8f6b56cf715ed57818e64c62b87ad6e4","e131a984c4a16994ff97d6f81d301400",1
"21","8f6b56cf715ed57818e64c62b87ad6e4","717a29ca40a16654c3385435387c3d25",1
"22","8f6b56cf715ed57818e64c62b87ad6e4","61cf7fc987dcf102b6f918fa01c7b73f",1
"23","8f6b56cf715ed57818e64c62b87ad6e4","cd1dc4908d042de04d57cfc691710ec1",1
"24","8f6b56cf715ed57818e64c62b87ad6e4","527bdb7bf2c3eec4f7fe8df0e3c058b6",1
"25","8f6b56cf715ed57818e64c62b87ad6e4","d8761000a4c10df6fe8c85491e14103b",1
"26","8f6b56cf715ed57818e64c62b87ad6e4","6c369f2ea5af632a315ab8f498b5bffb",1
"27","8f6b56cf715ed57818e64c62b87ad6e4","e336b7bca667aa7341c88d5eac4a8bce",1
"28","8f6b56cf715ed57818e64c62b87ad6e4","ad82cabfb9d8602bed504248cd400c77",1
"29","8f6b56cf715ed57818e64c62b87ad6e4","OTU232",1
"30","ba703cc4db43e62edc4ec5339f1a1b08","354fbb9ef2315ae23717f1cea4eb64df",1
"31","ba703cc4db43e62edc4ec5339f1a1b08","c298277dc9098aa9f6d6d7bef599d851",1
"32","ba703cc4db43e62edc4ec5339f1a1b08","f064554bcb81b23028ef4659d0ece4df",1
"33","00bf923b35b631fc0e012e57d02ad48f","OTU112",1
"34","00bf923b35b631fc0e012e57d02ad48f","OTU142",1
"35","00bf923b35b631fc0e012e57d02ad48f","OTU37",1
"36","49757e1d69a6f4c7c6572bead944930a","ef333bad7ef7d7acaa3bbe125b4001ee",1
"37","cb4834ba2f218146305eb38843fcf53e","58b8e117443bf7c8b7718b9190e4348b",1
"38","cb4834ba2f218146305eb38843fcf53e","6a976dd01a81eb89bbf0dba29ea4a167",1
"39","cb4834ba2f218146305eb38843fcf53e","47cd034e51afa82f6f5423ade7e81206",1
"40","cb4834ba2f218146305eb38843fcf53e","9ad502a95b6e6ddf4de579cfa129339c",1
"41","e131a984c4a16994ff97d6f81d301400","717a29ca40a16654c3385435387c3d25",1
"42","e131a984c4a16994ff97d6f81d301400","d8761000a4c10df6fe8c85491e14103b",1
"43","e131a984c4a16994ff97d6f81d301400","e336b7bca667aa7341c88d5eac4a8bce",1
"44","a0b3e7b8d58a6dcbd15e707f1c61f670","512c63340f7b092bf0ad87e9f4e51572",1
"45","a0b3e7b8d58a6dcbd15e707f1c61f670","e1aea782db8e335653217f5d2cc31449",1
"46","a0b3e7b8d58a6dcbd15e707f1c61f670","2539e1e5a5a0ea3e487e5a3a38d91dd0",1
"47","a0b3e7b8d58a6dcbd15e707f1c61f670","87f37a8dfe82449719f3ef630b41853d",1
"48","dc4789a758f5da79ffc569b615943edc","OTU170",1
"49","967a0a0dc5c6511e8e170c93357b8d65","eb65b93b5a7ef9f762ba4dfa14ac4794",1
"50","967a0a0dc5c6511e8e170c93357b8d65","ef333bad7ef7d7acaa3bbe125b4001ee",1
"51","967a0a0dc5c6511e8e170c93357b8d65","6b65c5404b283fa075ca26d3d31f01b9",1
"52","d24498ce9b85c4b88ff0c518159564a8","OTU20",1
"53","d24498ce9b85c4b88ff0c518159564a8","OTU81",1
"54","5a852f4c71de6ca73ff346892435db0c","192b7b2d1098dcc58e64cb1ed109cccf",1
"55","5a852f4c71de6ca73ff346892435db0c","07fc6cc273d8bf4b36191e8cabe3a090",1
"56","5a852f4c71de6ca73ff346892435db0c","58b8e117443bf7c8b7718b9190e4348b",1
"57","5a852f4c71de6ca73ff346892435db0c","ffcb9e0979248b4bc0d2074c8ecf40b3",1
"58","5a852f4c71de6ca73ff346892435db0c","2c727e83bb44502e1bc6e2f47a4d533a",1
"59","5a852f4c71de6ca73ff346892435db0c","f3dff17693fcf5a48ea7c59ae75780ee",1
"60","5a852f4c71de6ca73ff346892435db0c","f2bc3e83cc1efa9255f78892b0f590b6",1
"61","5a852f4c71de6ca73ff346892435db0c","c720c55c8d2bd189e4604673d9c48b34",1
"62","5a852f4c71de6ca73ff346892435db0c","69da8984cb86869d7cbb8526bf13df28",1
"63","5a852f4c71de6ca73ff346892435db0c","4dd789de56eb68541e50a4fec77109c1",1
"64","5a852f4c71de6ca73ff346892435db0c","b154ef1308e382698ae878e60be28af5",1
"65","5a852f4c71de6ca73ff346892435db0c","c71dd526a00b97511fa0b1e76c83ae2a",1
"66","5a852f4c71de6ca73ff346892435db0c","b408c66bb8f44f0cfeac683e63ef40b3",1
"67","5a852f4c71de6ca73ff346892435db0c","5b3cd0f239da5afed6119a89de184a0c",1
"68","5a852f4c71de6ca73ff346892435db0c","OTU23",1
"69","5a852f4c71de6ca73ff346892435db0c","OTU6",1
"70","717a29ca40a16654c3385435387c3d25","73112b980fcdde07c2958de4630edb4f",1
"71","717a29ca40a16654c3385435387c3d25","6c369f2ea5af632a315ab8f498b5bffb",1
"72","717a29ca40a16654c3385435387c3d25","69da8984cb86869d7cbb8526bf13df28",1
"73","717a29ca40a16654c3385435387c3d25","e336b7bca667aa7341c88d5eac4a8bce",1
"74","717a29ca40a16654c3385435387c3d25","db14b2ac362fbe2d2ad77b4c675f079e",1
"75","717a29ca40a16654c3385435387c3d25","OTU232",1
"76","192b7b2d1098dcc58e64cb1ed109cccf","07fc6cc273d8bf4b36191e8cabe3a090",1
"77","192b7b2d1098dcc58e64cb1ed109cccf","b408c66bb8f44f0cfeac683e63ef40b3",1
"78","192b7b2d1098dcc58e64cb1ed109cccf","5b3cd0f239da5afed6119a89de184a0c",1
"79","192b7b2d1098dcc58e64cb1ed109cccf","OTU23",1
