OTU.ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
e23683f7157ae724f96fbe73b60e4883,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Bdellovibrionales,D_4__Bdellovibrionaceae,D_5__Bdellovibrio,D_6__uncultured bacterium
d60b70e9adf890298ee56f5e72446097,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Roseiflexaceae,D_5__uncultured,NA
a4f7db01818763a99bf3719dff902f6f,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__11-24,D_4__uncultured Acidobacteria bacterium,D_5__uncultured Acidobacteria bacterium,D_6__uncultured Acidobacteria bacterium
4992e99d3953a62de64495106b14873f,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__uncultured bacterium
498cf55a5f99adcfcd0cf48dc39f692a,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Bdellovibrionales,D_4__Bdellovibrionaceae,D_5__Bdellovibrio,D_6__uncultured bacterium
ea15874a359e3532a7088b119187b68c,D_0__Bacteria,D_1__Armatimonadetes,D_2__Armatimonadia,D_3__Armatimonadales,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
296ec4136489fed99de1cd95e7b1558a,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__A4b,D_5__metagenome,D_6__metagenome
5128ebd6bae896d739eae0bdd1d61ab8,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__FFCH9454,D_5__uncultured bacterium,D_6__uncultured bacterium
61b8b50c05c6c5bdfa790be6fe7d3a27,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Hymenobacteraceae,D_5__Adhaeribacter,NA
a6a46146f3682d87bd510ca41940986b,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Solirubrobacter,NA
38ac8cf801ac821eedf4ab36f0277978,D_0__Bacteria,D_1__FBP,D_2__uncultured bacterium,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
a233bf6c5812576bc0a6983d22bce8be,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured bacterium
c80c1b7a2d74240e643e02d6e9494701,D_0__Bacteria,D_1__Actinobacteria,D_2__0319-7L14,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
d3d19daa408fac8b8ca1a663552887ad,D_0__Bacteria,D_1__Armatimonadetes,D_2__Armatimonadia,D_3__Armatimonadales,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
7c951fb9a548d5ef8b9f451cfa837899,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__Gemmatirosa,D_6__uncultured bacterium
a28ddcf94d521331f1f8f55488d8d2c2,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Sphingoaurantiacus,D_6__uncultured bacterium
e4714386d0a825e3e9e38d30d048def0,D_0__Bacteria,NA,NA,NA,NA,NA,NA
affa6d3a287e7949d23367534d525eb9,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__metagenome
5ad990c343eb633f3fd3b83ce17841a3,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,NA,NA,NA,NA
9b7588cf91d9f62d32dc0937e695fe1b,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Bdellovibrionales,D_4__Bdellovibrionaceae,D_5__Bdellovibrio,D_6__uncultured bacterium
637bb2a7cf8655fdbdf2f987826e4be7,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Segetibacter,NA
1ee0f7e87aa9fbc83a336b6853997c4b,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Kallotenuales,D_4__AKIW781,D_5__uncultured endolithic bacterium,D_6__uncultured endolithic bacterium
eb1bc7bd24c3d88316f2c2ffc6f27608,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,NA,NA,NA,NA
78f5b6c0882734993e5d6a50b031d092,D_0__Bacteria,D_1__Patescibacteria,D_2__Saccharimonadia,D_3__Saccharimonadales,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
f490b3af4ca24bd38162b3f8a246a7c1,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__uncultured bacterium
ccc0dea730167625e2e1483cf94907ba,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodobacterales,D_4__Rhodobacteraceae,D_5__Rubellimicrobium,NA
e217250fe88832a93da9bb2c6ee43016,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Sphingomonas,D_6__Sphingomonas kaistensis
e4cc78d324e0d8b77d831bc46d927737,D_0__Bacteria,D_1__Actinobacteria,D_2__Rubrobacteria,D_3__Rubrobacterales,D_4__Rubrobacteriaceae,D_5__Rubrobacter,D_6__metagenome
c813e5e8ee630dfeb0958d303c0f4b2b,D_0__Bacteria,NA,NA,NA,NA,NA,NA
1b8c7db56cfce1fc5eac688653f6da4d,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__uncultured bacterium,D_6__uncultured bacterium
227405e6ae1f51a9d74add7cfc21aa40,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Thalassobaculales,D_4__uncultured,D_5__uncultured bacterium,D_6__uncultured bacterium
c7cec187bfc3ba6abb5b1d03efe81d54,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrio,D_6__uncultured bacterium
e1f40a4104496179a46551a8700168a6,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__Microtrichales,D_4__Ilumatobacteraceae,D_5__uncultured,NA
543b6a4032140aa1fbb4db7b17933737,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermobaculales,D_4__Thermobaculaceae,D_5__Thermobaculum,D_6__uncultured bacterium
8d003a2c4cca21a3f1f69d9088fced4b,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Acidobacteriales,D_4__uncultured,D_5__uncultured Acidobacteriaceae bacterium,D_6__uncultured Acidobacteriaceae bacterium
9de2b035659b5cafc19bfbca6b436cf3,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Kallotenuales,D_4__AKIW781,D_5__uncultured bacterium,D_6__uncultured bacterium
839cf55d50a25ff08b04393dd7378556,D_0__Bacteria,D_1__FBP,D_2__uncultured bacterium,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
6cc2ea114c07c65091a833deb4087c76,D_0__Bacteria,D_1__Armatimonadetes,D_2__uncultured,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
e326f7a151773cd0d45171382ec64e6c,D_0__Bacteria,D_1__BRC1,D_2__uncultured Acidobacteria bacterium,D_3__uncultured Acidobacteria bacterium,D_4__uncultured Acidobacteria bacterium,D_5__uncultured Acidobacteria bacterium,D_6__uncultured Acidobacteria bacterium
ee3433045784d5c7bbd85d1fbe5fbc85,D_0__Bacteria,D_1__Chloroflexi,D_2__OLB14,NA,NA,NA,NA
eccba16346e125fa1a16f52e0bbcbce8,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__uncultured,D_6__uncultured Isosphaera sp.
c6480a9c54e619f7bb32c73273083817,D_0__Bacteria,D_1__Proteobacteria,NA,NA,NA,NA,NA
9932aff960341eaf04fdb08839e69988,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__uncultured,D_5__uncultured bacterium,D_6__uncultured bacterium
bd4b65675b1091a3bf401d5dd71b6363,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__uncultured,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
72ffb1deee5efa03d6a6905536cecf41,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,D_6__uncultured bacterium
815487836cf5e415fa763566da6335ff,D_0__Bacteria,D_1__Deinococcus-Thermus,D_2__Deinococci,D_3__Thermales,D_4__Thermaceae,D_5__Meiothermus,NA
866e03ba1578d08ce79ca35e81eb642e,D_0__Bacteria,D_1__BRC1,D_2__uncultured bacterium,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
2d33754b004288cc358953aef63d6ffc,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
29c574f00e4efe7f43cff53145ab9cee,D_0__Bacteria,NA,NA,NA,NA,NA,NA
c6415bd9ae45c1db146f29e43c23cfaf,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Kallotenuales,D_4__AKIW781,D_5__uncultured bacterium,D_6__uncultured bacterium
bea870f9217992cab0c93073ef9248c0,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
41e42e36b22378bc4443c9053ac190c9,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,NA,NA
655cfc5f1593329f7c347eb430d33a25,D_0__Bacteria,D_1__Chloroflexi,D_2__Gitt-GS-136,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
2f635df1446e6f3dccebf8a586056981,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__mle1-27,D_5__uncultured delta proteobacterium,D_6__uncultured delta proteobacterium
6a72bb6b1c125935b65642eacd0f8ef3,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,NA,NA,NA,NA
351c6611d469ece3a4c3e7921072e125,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Blastocatellales,D_4__Blastocatellaceae,D_5__uncultured,D_6__uncultured bacterium
767cec645f23c3903044a23393bc9a7e,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Azospirillales,D_4__Azospirillaceae,D_5__Skermanella,NA
a557916206e36bb79d6fd6bc5d1a8588,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
26272888df9f8db7b7ca58adb3c2a679,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__uncultured bacterium,D_6__uncultured bacterium
4b3a2184e27b95610b942ceccbcf8093,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Singulisphaera,NA
0aab5c408cb42de5aa5c6cb9d4e2b9bd,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Nostocales,NA,NA,NA
bc16adf942c67bbbe69dc3859714d10c,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,NA,NA,NA,NA
2a16483ca27c174d7beeecb5debadaec,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__Thermomicrobiaceae,D_5__Thermorudis,D_6__Thermorudis peleae
79df7405a7939abe23f4aec0e48fde4d,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__uncultured bacterium,D_6__uncultured bacterium
742e3f8a2296befc8eeaa81ba093fe46,D_0__Bacteria,NA,NA,NA,NA,NA,NA
2be157e23db80788b613511bcc7bdcaf,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__0319-6G20,D_5__uncultured Syntrophobacteraceae bacterium,D_6__uncultured Syntrophobacteraceae bacterium
9bf33c8dcff58f7b5d2bcc07adc63774,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Kallotenuales,D_4__AKIW781,D_5__uncultured bacterium,D_6__uncultured bacterium
90bb278d98eaa192fd566a6255b62915,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Lautropia,D_6__metagenome
f0233e6154e14f99c62080d25b6886ee,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__TRA3-20,NA,NA
91ed4f6059ec86add2fc5316d74a02fd,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Thermomonosporaceae,D_5__Actinomadura,NA
c148e8a869569b1257dc9a454bead67e,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,NA,NA
189df1e34e2458cab439e01eead7e374,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,NA,NA
8a4b144e1a86a40680951f6f8a61013a,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Bdellovibrionales,D_4__Bdellovibrionaceae,D_5__Bdellovibrio,D_6__uncultured bacterium
7a4b9f08ca0b8db90223ce86670e8238,D_0__Bacteria,D_1__Patescibacteria,D_2__Berkelbacteria,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
1eaf56a41733e1450267f46fd28eefc6,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,D_3__uncultured Chloroflexi bacterium,D_4__uncultured Chloroflexi bacterium,D_5__uncultured Chloroflexi bacterium,D_6__uncultured Chloroflexi bacterium
9fafefacf192ce27a644844700fe5e55,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Novosphingobium,NA
f8e5f7b792cef85024367cfe961ae22b,D_0__Bacteria,NA,NA,NA,NA,NA,NA
ff4aadf9b7db8ec3b9c851d42105e2ba,D_0__Bacteria,D_1__Armatimonadetes,D_2__Fimbriimonadia,D_3__Fimbriimonadales,D_4__Fimbriimonadaceae,D_5__uncultured bacterium,D_6__uncultured bacterium
342a255fdc91fc24e0d81b96140dbd85,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Longimicrobia,D_3__Longimicrobiales,D_4__Longimicrobiaceae,D_5__uncultured bacterium,D_6__uncultured bacterium
604d7923e38f248007ef0c129fd4f990,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__Gemmatirosa,NA
79257c1e71ae90bb9ab3c439415d1c6c,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,D_5__uncultured actinobacterium,D_6__uncultured actinobacterium
cdf9b1e1947c8e605e92b0a47da419f8,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,NA,NA,NA
58b8e117443bf7c8b7718b9190e4348b,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Microvirga,NA
eb2eeff49df76c2d13e9ae304a234e90,D_0__Bacteria,D_1__Nitrospirae,D_2__Nitrospira,D_3__Nitrospirales,D_4__Nitrospiraceae,D_5__Nitrospira,D_6__uncultured Nitrospiraceae bacterium
3b8ac20871112c732a32df4e5b74a730,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,NA,NA
dbfc69d85e46725d79612b2cebd7b00f,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Myxococcaceae,D_5__Myxococcus,NA
00bf658c51ab2d92f51a45f8627675ba,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,NA,NA,NA,NA
88e8869bac726ece1d7b2a5a6fb4402b,D_0__Bacteria,D_1__Patescibacteria,D_2__uncultured,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
43dfbaa2c430d7adee62c29754a2188d,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,NA,NA
fc34fbf5c01adf8e4a3d1f8427841565,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
c8f8cb94ceeb8dccda7bb0eb133b20c4,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__Sphingobacteriaceae,NA,NA
f19ffe33c6609bc84a4348e91d053e9e,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,NA,NA,NA,NA
931da186698fdbd6c50d7a11e4dc5879,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Kallotenuales,D_4__AKIW781,D_5__uncultured bacterium,D_6__uncultured bacterium
ee905fc5748281b5e586f4f1cea31d54,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodospirillales,D_4__uncultured,NA,NA
32847635698f278bb90c87d87fc92b6c,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Herpetosiphonaceae,D_5__Herpetosiphon,D_6__uncultured bacterium
390052c25599a61e1afc5ae3b4aa9257,D_0__Bacteria,NA,NA,NA,NA,NA,NA
457a412d027cf9c05396802d0969f6b4,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Bryobacter,NA
32c273c81babdb583a14d04d370eb388,D_0__Bacteria,D_1__Actinobacteria,D_2__0319-7L14,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
e8227f315a2ad3b98b90ef03d984c783,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,NA,NA,NA,NA
1da7d65ec0a82ab09b353e93c12cedbc,D_0__Bacteria,D_1__Armatimonadetes,D_2__uncultured,NA,NA,NA,NA
258c5178dc60c0b48852a7e8979eb470,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,NA
4788c69486b7a338b34ca5463e2fcb5a,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__Tepidisphaeraceae,D_5__uncultured bacterium,D_6__uncultured bacterium
dbcd671958de87b9202360d2e5182782,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,NA,NA,NA,NA
6f8b059d274c3dbdbaf993c182c2cc84,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__uncultured,NA,NA
c9196f5f75a72f94a42bc2fafa2728a2,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Nostocales,D_4__Chroococcidiopsaceae,NA,NA
d9125cee85040842244cf2f1da72426c,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Thermomonosporaceae,D_5__Actinomadura,D_6__metagenome
d0250b9a1809ed8d367b76f8af63abd0,D_0__Bacteria,D_1__Chloroflexi,D_2__JG30-KF-CM66,D_3__metagenome,D_4__metagenome,D_5__metagenome,D_6__metagenome
6930d7ae4983ebeea096ff81d1a32c3b,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Ellin6055,D_6__uncultured bacterium
36a83245b769a8ddf340eb151b228d3a,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Chthoniobacter,D_6__uncultured bacterium
352169c350fe56f67b4246b214c2dfe1,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__Gemmatimonas,D_6__uncultured bacterium
fa48d3cd35fafcb05e49338ef8de0ff9,D_0__Bacteria,D_1__Actinobacteria,D_2__Nitriliruptoria,D_3__Euzebyales,D_4__Euzebyaceae,D_5__uncultured,D_6__uncultured bacterium
921ecbd018ab5b1b676c2a21f29488d7,D_0__Bacteria,D_1__Nitrospirae,D_2__Nitrospira,D_3__Nitrospirales,D_4__Nitrospiraceae,D_5__Nitrospira,NA
33233a764ea53656f552c3417772d7a8,D_0__Bacteria,D_1__Planctomycetes,D_2__Phycisphaerae,D_3__Tepidisphaerales,D_4__WD2101 soil group,NA,NA
c4b92c67cc20c349e7d859d1cc93ccf0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__uncultured,D_6__uncultured endolithic bacterium
4be0a6e7ea5dbc5c6382717e025ae9bc,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__uncultured,D_6__uncultured Ferruginibacter sp.
195e46a5ec85e5300a5c6a38c6bcb0a5,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__Pseudorhodoplanes,NA
bef7e5843840a377d52b934945fae98a,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,NA,NA,NA,NA
0aca2a216a4840bf9766c4a7a09f7019,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,D_5__metagenome,D_6__metagenome
e31b67beb6e847ac16239dd9f21217de,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
6a87aa4142b0a15159d13d9c5e1ab187,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Tistrellales,D_4__Geminicoccaceae,D_5__Candidatus Alysiosphaera,D_6__uncultured alpha proteobacterium
5d5fa527a3a7ed24e682d1ed641906af,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Pyrinomonadales,D_4__Pyrinomonadaceae,D_5__RB41,NA
08927f7926ddda4731bea9975daa205a,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Bryobacter,NA
93125e0333a61d5acb8dbadc562f4599,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__uncultured,D_6__metagenome
19e95d8684d2428b3d1004350ac58b4b,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Propionibacteriales,D_4__Nocardioidaceae,D_5__Nocardioides,NA
efd42d0f3addaa099ea8ba943d7b697c,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Microvirga,NA
cd84a6fea69f61447e553949de1a9ab7,D_0__Bacteria,D_1__Chloroflexi,D_2__Anaerolineae,D_3__SBR1031,D_4__uncultured soil bacterium,D_5__uncultured soil bacterium,D_6__uncultured soil bacterium
938798c98a4c155fdfcbde7f1f446cc8,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Psychroglaciecola,D_6__uncultured bacterium
173818ef415f26fd55c91db8cc676101,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Paenibacillaceae,D_5__Paenibacillus,NA
6f228bf77f46b0670c93042f7b37f0b7,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__Pyrinomonadales,D_4__Pyrinomonadaceae,D_5__RB41,D_6__uncultured Acidobacteriaceae bacterium
5d68287b6e5a1c5f885ebb1042372a63,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__P3OB-42,D_5__uncultured bacterium,D_6__uncultured bacterium
a237ffe7679986c4f11f8d323158f87a,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Kallotenuales,D_4__AKIW781,NA,NA
92d01808470c576eadf06820643b34c3,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,NA,NA,NA,NA
4c3a169f69e4d5a2faf56281b77cfcce,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Cytophagaceae,D_5__uncultured bacterium,D_6__uncultured bacterium
b097b27ca22f8845179bfaf8d0d136cf,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales,D_4__Acetobacteraceae,D_5__Craurococcus,D_6__uncultured bacterium
91366f19f4107317ee1904c0defc65ee,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Chloroflexales,D_4__Roseiflexaceae,D_5__uncultured,D_6__uncultured Chloroflexi bacterium
a299b8a649b450e45eb029480c6d247c,D_0__Bacteria,D_1__Armatimonadetes,D_2__uncultured,NA,NA,NA,NA
71e102033d5b44a5636dbb7ca2e7de4a,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Segetibacter,D_6__uncultured Chitinophagaceae bacterium
329de19aba530012bbc92e2ca37bfab0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Blfdi19,D_5__uncultured bacterium,D_6__uncultured bacterium
cdc159292b468cef3791245122fc30d4,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Pseudonocardia,D_6__uncultured Pseudonocardia sp.
021be8edf2f028ca11a68f257a302fac,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,D_3__uncultured bacterium,D_4__uncultured bacterium,D_5__uncultured bacterium,D_6__uncultured bacterium
